task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
logical_xor,one_hot,dense_residual,3,relu,98.0%,0.98441404,0.014418236,0.001,1000,2018-11-04 06:58:54
reduce_max,many_hot,dense_residual,3,relu,31.0%,0.31475,0.14466617,9.999996e-06,30000,2018-11-04 07:07:38
concat,many_hot,dense_residual,3,relu,50.0%,0.5000957,0.49989992,1.0000001e-06,30000,2018-11-04 07:13:11
elementwise_mul,many_hot,dense_residual,3,relu,73.0%,0.7266543,0.24603985,1.0000001e-06,30000,2018-11-04 07:22:09
one_hot_sum,many_hot,dense_residual,3,relu,99.0%,0.99211913,0.007819091,0.001,100,2018-11-04 07:23:54
elementwise_add,many_hot,dense_residual,3,relu,16.0%,0.15713672,1.0766162,0.001,1000,2018-11-04 07:29:20
equality,many_hot,dense_residual,3,relu,43.0%,0.4297793,0.45682496,1.0000001e-06,30000,2018-11-04 07:34:46
logical_and,many_hot,dense_residual,3,relu,72.0%,0.71503514,0.24555591,1.0000001e-06,30000,2018-11-04 07:40:19
logical_or,many_hot,dense_residual,3,relu,20.0%,0.19958203,0.6435716,1.0000001e-06,30000,2018-11-04 07:45:58
logical_xor,many_hot,dense_residual,3,relu,42.0%,0.42020312,0.452298,1.0000001e-06,30000,2018-11-04 07:51:32
reduce_sum,random,dense_residual,3,sigmoid,2.0%,0.0155,76.913055,0.0010000006,30000,2018-11-04 07:55:22
reduce_max,random,dense_residual,3,sigmoid,100.0%,1.0,0.00010645909,0.0010000006,100,2018-11-04 07:55:29
concat,random,dense_residual,3,sigmoid,16.0%,0.15850294,0.33256426,10.0,1000,2018-11-04 07:59:57
dot,random,dense_residual,3,sigmoid,3.0%,0.03475,13.844729,1.0,1000,2018-11-04 08:03:44
elementwise_mul,random,dense_residual,3,sigmoid,45.0%,0.450584,0.11062075,1.0,1000,2018-11-04 08:07:55
one_hot_sum,random,dense_residual,3,sigmoid,100.0%,0.9960156,0.003984375,1.0,100,2018-11-04 08:08:02
elementwise_add,random,dense_residual,3,sigmoid,15.0%,0.15277149,0.6642375,0.009999993,30000,2018-11-04 08:12:17
equality,random,dense_residual,3,sigmoid,100.0%,1.0,7.6351064e-08,0.009999993,100,2018-11-04 08:12:23
logical_and,random,dense_residual,3,sigmoid,100.0%,1.0,1.3988108e-08,0.009999993,100,2018-11-04 08:12:30
logical_or,random,dense_residual,3,sigmoid,100.0%,1.0,7.726652e-08,0.009999993,100,2018-11-04 08:12:36
logical_xor,random,dense_residual,3,sigmoid,100.0%,1.0,9.716019e-08,0.009999993,100,2018-11-04 08:12:43
reduce_sum,random_pos,dense_residual,3,sigmoid,2.0%,0.0155,77.37208,0.01,1000,2018-11-04 08:16:41
reduce_max,random_pos,dense_residual,3,sigmoid,100.0%,1.0,0.00012431601,0.01,100,2018-11-04 08:16:48
concat,random_pos,dense_residual,3,sigmoid,16.0%,0.1580918,0.33372065,100.0,30000,2018-11-04 08:21:18
dot,random_pos,dense_residual,3,sigmoid,3.0%,0.03475,13.537789,0.001,1000,2018-11-04 08:25:13
elementwise_mul,random_pos,dense_residual,3,sigmoid,45.0%,0.45046288,0.11091509,10.0,30000,2018-11-04 08:29:33
one_hot_sum,random_pos,dense_residual,3,sigmoid,100.0%,0.9960234,0.0039765625,10.0,100,2018-11-04 08:29:40
elementwise_add,random_pos,dense_residual,3,sigmoid,15.0%,0.15161914,0.66669613,0.009999993,30000,2018-11-04 08:34:03
equality,random_pos,dense_residual,3,sigmoid,100.0%,1.0,3.0160667e-08,0.009999993,100,2018-11-04 08:34:09
logical_and,random_pos,dense_residual,3,sigmoid,100.0%,1.0,4.929893e-08,0.009999993,100,2018-11-04 08:34:16
logical_or,random_pos,dense_residual,3,sigmoid,100.0%,1.0,2.0472017e-08,0.009999993,100,2018-11-04 08:34:23
logical_xor,random_pos,dense_residual,3,sigmoid,100.0%,1.0,2.0150907e-08,0.009999993,100,2018-11-04 08:34:29
reduce_sum,one_hot,dense_residual,3,sigmoid,0.0%,0.0,1.0,0.01,1000,2018-11-04 08:40:36
reduce_max,one_hot,dense_residual,3,sigmoid,100.0%,1.0,0.0,0.01,100,2018-11-04 08:40:54
concat,one_hot,dense_residual,3,sigmoid,99.0%,0.9921875,0.0078124963,1.0,100,2018-11-04 08:43:40
dot,one_hot,dense_residual,3,sigmoid,100.0%,0.9975,0.0025,1.0,100,2018-11-04 08:43:58
elementwise_mul,one_hot,dense_residual,3,sigmoid,100.0%,0.99998826,1.171875e-05,1.0,100,2018-11-04 08:44:15
one_hot_sum,one_hot,dense_residual,3,sigmoid,100.0%,0.99589455,0.0041054687,1.0,100,2018-11-04 08:44:34
elementwise_add,one_hot,dense_residual,3,sigmoid,99.0%,0.9912324,0.0022190495,9.999989e-05,30000,2018-11-04 08:49:17
equality,one_hot,dense_residual,3,sigmoid,99.0%,0.9907578,0.0021939208,9.999989e-05,30000,2018-11-04 08:54:01
logical_and,one_hot,dense_residual,3,sigmoid,100.0%,0.9999766,0.005951938,9.999989e-05,1000,2018-11-04 08:54:24
logical_or,one_hot,dense_residual,3,sigmoid,99.0%,0.99049217,0.0022293804,9.999989e-05,30000,2018-11-04 08:59:10
logical_xor,one_hot,dense_residual,3,sigmoid,99.0%,0.9915039,0.0023395093,9.999984e-05,30000,2018-11-04 09:03:57
reduce_sum,many_hot,dense_residual,3,sigmoid,0.0%,0.0,16163.03,0.01,1000,2018-11-04 09:09:42
reduce_max,many_hot,dense_residual,3,sigmoid,100.0%,1.0,0.0,0.01,100,2018-11-04 09:10:00
concat,many_hot,dense_residual,3,sigmoid,50.0%,0.497833,0.43298006,1.0000001e-06,30000,2018-11-04 09:16:04
dot,many_hot,dense_residual,3,sigmoid,0.0%,0.0,977.5215,10.0,1000,2018-11-04 09:21:51
elementwise_mul,many_hot,dense_residual,3,sigmoid,0.0%,0.0,0.20840874,1e-05,1000,2018-11-04 09:25:10
one_hot_sum,many_hot,dense_residual,3,sigmoid,99.0%,0.9921875,0.00774296,0.01,100,2018-11-04 09:27:15
elementwise_add,many_hot,dense_residual,3,sigmoid,50.0%,0.4994883,0.5005151,0.01,1000,2018-11-04 09:31:20
equality,many_hot,dense_residual,3,sigmoid,0.0%,0.0,0.25043657,1e-05,1000,2018-11-04 09:37:11
logical_and,many_hot,dense_residual,3,sigmoid,81.0%,0.8145059,0.021443037,0.0010000006,30000,2018-11-04 09:43:03
logical_or,many_hot,dense_residual,3,sigmoid,81.0%,0.8148672,0.02185238,0.0010000016,30000,2018-11-04 09:49:01
logical_xor,many_hot,dense_residual,3,sigmoid,32.0%,0.31947267,0.29929385,0.0010000006,30000,2018-11-04 09:55:02
task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
reduce_sum,random,dense,1,selu,32.0%,0.322,31.693724,0.009999993,30000,2018-11-08 15:35:17
reduce_max,random,dense,1,selu,100.0%,1.0,0.00018895962,0.009999993,1000,2018-11-08 15:35:24
concat,random,dense,1,selu,100.0%,0.99999124,0.0016800759,0.0010000006,30000,2018-11-08 15:36:55
dot,random,dense,1,selu,4.0%,0.0385,14.298775,1e-05,1000,2018-11-08 15:38:30
elementwise_mul,random,dense,1,selu,43.0%,0.42958593,0.1167684,0.001,1000,2018-11-08 15:39:53
one_hot_sum,random,dense,1,selu,100.0%,0.996,0.004441882,0.001,1000,2018-11-08 15:40:00
elementwise_add,random,dense,1,selu,80.0%,0.79965234,0.016503848,0.01,1000,2018-11-08 15:41:22
equality,random,dense,1,selu,100.0%,1.0,1.0754105e-15,0.001,1000,2018-11-08 15:41:55
almost_equal,random,dense,1,selu,100.0%,0.99888086,0.0012554915,0.001,1000,2018-11-08 15:42:02
logical_and,random,dense,1,selu,100.0%,1.0,7.905343e-16,0.01,1000,2018-11-08 15:42:43
logical_or,random,dense,1,selu,100.0%,1.0,8.887821e-16,0.01,1000,2018-11-08 15:42:49
logical_xor,random,dense,1,selu,100.0%,1.0,1.4431177e-15,0.001,1000,2018-11-08 15:43:23
reduce_sum,random_pos,dense,1,selu,32.0%,0.321,30.137802,0.009999993,30000,2018-11-08 15:44:37
reduce_max,random_pos,dense,1,selu,100.0%,1.0,0.00016010537,0.009999993,1000,2018-11-08 15:44:43
concat,random_pos,dense,1,selu,100.0%,0.9999951,0.0016807901,0.0010000006,30000,2018-11-08 15:46:12
dot,random_pos,dense,1,selu,4.0%,0.0365,14.231379,1e-05,1000,2018-11-08 15:47:45
elementwise_mul,random_pos,dense,1,selu,43.0%,0.4304961,0.11642611,0.001,1000,2018-11-08 15:49:08
one_hot_sum,random_pos,dense,1,selu,100.0%,0.99618554,0.0042675785,0.001,1000,2018-11-08 15:49:14
elementwise_add,random_pos,dense,1,selu,80.0%,0.7980195,0.016507078,0.01,1000,2018-11-08 15:50:37
equality,random_pos,dense,1,selu,100.0%,1.0,1.7564802e-15,0.001,1000,2018-11-08 15:51:10
almost_equal,random_pos,dense,1,selu,100.0%,0.9990371,0.0011038092,0.001,1000,2018-11-08 15:51:17
logical_and,random_pos,dense,1,selu,100.0%,1.0,7.6840616e-16,0.01,1000,2018-11-08 15:51:58
logical_or,random_pos,dense,1,selu,100.0%,1.0,7.6043336e-16,0.01,1000,2018-11-08 15:52:05
logical_xor,random_pos,dense,1,selu,100.0%,1.0,1.111887e-15,0.001,1000,2018-11-08 15:52:39
reduce_sum,one_hot,dense,1,selu,100.0%,1.0,4.1003914e-06,0.01,1000,2018-11-08 15:54:27
reduce_max,one_hot,dense,1,selu,100.0%,1.0,1.9672036e-08,0.01,1000,2018-11-08 15:54:45
concat,one_hot,dense,1,selu,100.0%,0.9981963,0.00054668763,0.01,400,2018-11-08 15:55:03
dot,one_hot,dense,1,selu,98.0%,0.975,0.009169164,0.01,100,2018-11-08 15:57:36
elementwise_mul,one_hot,dense,1,selu,100.0%,0.99884766,0.00094785774,0.01,100,2018-11-08 15:57:52
one_hot_sum,one_hot,dense,1,selu,100.0%,0.9959824,0.0043234774,0.001,800,2018-11-08 15:59:18
elementwise_add,one_hot,dense,1,selu,100.0%,1.0,0.00012600304,0.01,700,2018-11-08 16:01:02
equality,one_hot,dense,1,selu,100.0%,0.99874806,0.00039414252,0.01,1000,2018-11-08 16:01:19
almost_equal,one_hot,dense,1,selu,100.0%,0.9989434,0.00040719943,0.01,600,2018-11-08 16:01:36
logical_and,one_hot,dense,1,selu,100.0%,0.99665236,0.0012289905,0.01,100,2018-11-08 16:01:52
logical_or,one_hot,dense,1,selu,100.0%,0.99923635,0.00035649212,0.01,800,2018-11-08 16:02:09
logical_xor,one_hot,dense,1,selu,100.0%,0.99871486,0.0004935055,0.01,700,2018-11-08 16:02:26
reduce_sum,many_hot,dense,1,selu,97.0%,0.97025,0.005302559,0.1,1000,2018-11-08 16:06:15
reduce_max,many_hot,dense,1,selu,100.0%,0.99575,0.0034649672,0.01,1000,2018-11-08 16:08:17
concat,many_hot,dense,1,selu,98.0%,0.9755488,0.0026379188,0.01,1000,2018-11-08 16:11:32
dot,many_hot,dense,1,selu,5.0%,0.04625,8.38143,0.009999993,30000,2018-11-08 16:14:55
elementwise_mul,many_hot,dense,1,selu,12.0%,0.11721094,0.077335805,0.001,1000,2018-11-08 16:17:20
one_hot_sum,many_hot,dense,1,selu,98.0%,0.9756641,0.005124708,0.001,1000,2018-11-08 16:20:23
elementwise_add,many_hot,dense,1,selu,100.0%,1.0,3.9489023e-06,0.01,1000,2018-11-08 16:22:23
equality,many_hot,dense,1,selu,0.0%,0.00015039062,0.25883082,0.001,1000,2018-11-08 16:25:25
almost_equal,many_hot,dense,1,selu,0.0%,7.8125e-05,0.25867707,0.001,1000,2018-11-08 16:28:27
logical_and,many_hot,dense,1,selu,11.0%,0.10959765,0.07684715,0.001,1000,2018-11-08 16:31:25
logical_or,many_hot,dense,1,selu,8.0%,0.08121289,0.06681627,0.001,1000,2018-11-08 16:34:18
logical_xor,many_hot,dense,1,selu,0.0%,7.03125e-05,0.25806332,0.001,1000,2018-11-08 16:37:11
reduce_sum,random,dense,2,selu,43.0%,0.42575,32.665794,0.0010000006,30000,2018-11-08 16:38:56
reduce_max,random,dense,2,selu,100.0%,0.99975,0.0012517581,0.01,1000,2018-11-08 16:39:40
concat,random,dense,2,selu,99.0%,0.9901533,0.0037447566,0.0010000006,30000,2018-11-08 16:41:32
dot,random,dense,2,selu,3.0%,0.0335,14.311655,0.0010000016,30000,2018-11-08 16:43:34
elementwise_mul,random,dense,2,selu,45.0%,0.44541016,0.11275594,0.0010000006,30000,2018-11-08 16:45:22
one_hot_sum,random,dense,2,selu,99.0%,0.99192774,0.0066497135,0.0010000006,1000,2018-11-08 16:45:30
elementwise_add,random,dense,2,selu,92.0%,0.9159297,0.009847374,0.0010000016,30000,2018-11-08 16:47:11
equality,random,dense,2,selu,100.0%,0.99919724,0.0019013492,0.0010000016,1000,2018-11-08 16:47:19
almost_equal,random,dense,2,selu,100.0%,0.99742967,0.0032475237,0.0010000016,1000,2018-11-08 16:47:26
logical_and,random,dense,2,selu,100.0%,1.0,8.990314e-05,0.0010000019,15400,2018-11-08 16:48:52
logical_or,random,dense,2,selu,100.0%,1.0,4.3610096e-05,0.0010000006,15000,2018-11-08 16:50:13
logical_xor,random,dense,2,selu,100.0%,0.99907225,0.0019509534,0.0010000006,1000,2018-11-08 16:50:20
reduce_sum,random_pos,dense,2,selu,42.0%,0.4195,30.24834,0.0010000016,30000,2018-11-08 16:51:55
reduce_max,random_pos,dense,2,selu,100.0%,0.99775,0.0021687632,0.01,400,2018-11-08 16:52:39
concat,random_pos,dense,2,selu,99.0%,0.9900537,0.003765677,0.0010000006,30000,2018-11-08 16:54:41
dot,random_pos,dense,2,selu,4.0%,0.0375,13.74198,0.0010000016,30000,2018-11-08 16:56:47
elementwise_mul,random_pos,dense,2,selu,45.0%,0.44694728,0.11181191,0.0010000006,30000,2018-11-08 16:58:37
one_hot_sum,random_pos,dense,2,selu,99.0%,0.99197656,0.006641803,0.0010000006,1000,2018-11-08 16:58:44
elementwise_add,random_pos,dense,2,selu,91.0%,0.9131055,0.010026004,0.0010000016,30000,2018-11-08 17:00:27
equality,random_pos,dense,2,selu,100.0%,0.99901366,0.0019289977,0.0010000016,1000,2018-11-08 17:00:34
almost_equal,random_pos,dense,2,selu,100.0%,0.9975156,0.0030957514,0.0010000016,1000,2018-11-08 17:00:42
logical_and,random_pos,dense,2,selu,100.0%,1.0,7.551905e-05,0.0010000019,14700,2018-11-08 17:02:06
logical_or,random_pos,dense,2,selu,100.0%,1.0,8.6378284e-05,0.0010000006,14300,2018-11-08 17:03:30
logical_xor,random_pos,dense,2,selu,100.0%,0.99912107,0.0019210662,0.0010000006,1000,2018-11-08 17:03:37
reduce_sum,one_hot,dense,2,selu,100.0%,1.0,0.00031374936,0.0010000006,1000,2018-11-08 17:03:56
reduce_max,one_hot,dense,2,selu,100.0%,1.0,0.00061034417,0.0001,1000,2018-11-08 17:05:05
concat,one_hot,dense,2,selu,100.0%,0.9958311,0.001603064,0.001,500,2018-11-08 17:06:38
dot,one_hot,dense,2,selu,98.0%,0.97725,0.007870804,0.001,1000,2018-11-08 17:08:59
elementwise_mul,one_hot,dense,2,selu,99.0%,0.9918574,0.0030356066,0.001,100,2018-11-08 17:09:15
one_hot_sum,one_hot,dense,2,selu,99.0%,0.9949297,0.006008824,0.0001,1000,2018-11-08 17:10:28
elementwise_add,one_hot,dense,2,selu,100.0%,0.99994725,0.0004995465,0.001,600,2018-11-08 17:11:58
equality,one_hot,dense,2,selu,100.0%,0.99658984,0.0013675905,0.001,1000,2018-11-08 17:12:16
almost_equal,one_hot,dense,2,selu,100.0%,0.99663866,0.0013320682,0.001,1000,2018-11-08 17:12:34
logical_and,one_hot,dense,2,selu,99.0%,0.9920547,0.0030547015,0.001,100,2018-11-08 17:12:50
logical_or,one_hot,dense,2,selu,100.0%,0.9997695,0.00052699016,0.001,700,2018-11-08 17:13:08
logical_xor,one_hot,dense,2,selu,100.0%,0.9990703,0.0007892262,0.001,700,2018-11-08 17:13:25
reduce_sum,many_hot,dense,2,selu,100.0%,1.0,0.0006018367,0.009999993,30000,2018-11-08 17:16:35
reduce_max,many_hot,dense,2,selu,100.0%,0.995,0.0030561548,0.001,1000,2018-11-08 17:18:11
concat,many_hot,dense,2,selu,88.0%,0.8823799,0.010439816,0.01,1000,2018-11-08 17:21:32
dot,many_hot,dense,2,selu,4.0%,0.04125,8.752551,0.01,1000,2018-11-08 17:24:40
elementwise_mul,many_hot,dense,2,selu,50.0%,0.49639845,0.03992867,0.0010000006,30000,2018-11-08 17:27:54
one_hot_sum,many_hot,dense,2,selu,99.0%,0.99474025,0.0016533287,0.0010000016,30000,2018-11-08 17:30:50
elementwise_add,many_hot,dense,2,selu,100.0%,0.9961367,0.002789299,0.0010000016,1000,2018-11-08 17:31:09
equality,many_hot,dense,2,selu,64.0%,0.64018357,0.09190413,0.0010000019,30000,2018-11-08 17:33:45
almost_equal,many_hot,dense,2,selu,68.0%,0.6786992,0.08144587,0.0010000006,30000,2018-11-08 17:36:21
logical_and,many_hot,dense,2,selu,49.0%,0.49257618,0.03864542,0.0010000006,30000,2018-11-08 17:40:36
logical_or,many_hot,dense,2,selu,68.0%,0.67704296,0.022257792,0.0010000006,30000,2018-11-08 17:43:13
logical_xor,many_hot,dense,2,selu,65.0%,0.65303713,0.08862539,0.0010000016,30000,2018-11-08 17:45:51
reduce_sum,random,dense,3,selu,48.0%,0.48475,31.390965,0.0010000006,30000,2018-11-08 17:48:02
reduce_max,random,dense,3,selu,100.0%,1.0,0.00035375095,0.01,1000,2018-11-08 17:48:51
concat,random,dense,3,selu,96.0%,0.96089846,0.0058176755,0.0010000006,30000,2018-11-08 17:51:15
dot,random,dense,3,selu,4.0%,0.041,12.0184145,0.0010000016,30000,2018-11-08 17:53:50
elementwise_mul,random,dense,3,selu,45.0%,0.4468418,0.111454226,0.0010000019,30000,2018-11-08 17:56:17
one_hot_sum,random,dense,3,selu,99.0%,0.9937559,0.006394547,0.0010000019,1000,2018-11-08 17:56:25
elementwise_add,random,dense,3,selu,86.0%,0.86234766,0.012836271,0.0010000006,30000,2018-11-08 17:58:43
equality,random,dense,3,selu,100.0%,0.99952346,0.0017529528,0.0010000006,1000,2018-11-08 17:58:52
almost_equal,random,dense,3,selu,100.0%,0.99821484,0.0029283084,0.0010000006,1000,2018-11-08 17:59:00
logical_and,random,dense,3,selu,100.0%,1.0,0.00073809293,0.01,1000,2018-11-08 17:59:52
logical_or,random,dense,3,selu,100.0%,0.99986327,0.0014575826,0.01,1000,2018-11-08 18:00:01
logical_xor,random,dense,3,selu,100.0%,0.9953965,0.0029635353,0.01,100,2018-11-08 18:00:08
reduce_sum,random_pos,dense,3,selu,30.0%,0.2965,29.827328,0.0010000006,30000,2018-11-08 18:02:03
reduce_max,random_pos,dense,3,selu,100.0%,1.0,0.0010276737,0.01,400,2018-11-08 18:02:51
concat,random_pos,dense,3,selu,96.0%,0.95631933,0.006107765,0.0010000006,30000,2018-11-08 18:05:19
dot,random_pos,dense,3,selu,4.0%,0.0365,12.666104,0.0010000006,30000,2018-11-08 18:07:58
elementwise_mul,random_pos,dense,3,selu,45.0%,0.44741017,0.11204422,0.0010000016,30000,2018-11-08 18:10:28
one_hot_sum,random_pos,dense,3,selu,99.0%,0.99380857,0.0062715067,0.0010000016,1000,2018-11-08 18:10:37
elementwise_add,random_pos,dense,3,selu,86.0%,0.8646953,0.012691654,0.0010000019,30000,2018-11-08 18:13:00
equality,random_pos,dense,3,selu,100.0%,0.9995801,0.0017248923,0.0010000019,1000,2018-11-08 18:13:09
almost_equal,random_pos,dense,3,selu,100.0%,0.99812305,0.0029470664,0.0010000019,1000,2018-11-08 18:13:18
logical_and,random_pos,dense,3,selu,100.0%,0.99999803,0.0007761304,0.01,1000,2018-11-08 18:14:11
logical_or,random_pos,dense,3,selu,100.0%,1.0,0.0006113776,0.01,1000,2018-11-08 18:14:20
logical_xor,random_pos,dense,3,selu,99.0%,0.99496484,0.0030591076,0.01,100,2018-11-08 18:14:26
reduce_sum,one_hot,dense,3,selu,100.0%,1.0,0.00035820904,0.01,400,2018-11-08 18:14:44
reduce_max,one_hot,dense,3,selu,99.0%,0.994,0.0021459297,0.01,100,2018-11-08 18:15:01
concat,one_hot,dense,3,selu,99.0%,0.99198633,0.002779204,0.0010000006,500,2018-11-08 18:17:37
dot,one_hot,dense,3,selu,99.0%,0.992,0.0075476132,0.0010000006,1000,2018-11-08 18:17:56
elementwise_mul,one_hot,dense,3,selu,99.0%,0.994375,0.0026909919,0.0010000006,100,2018-11-08 18:18:14
one_hot_sum,one_hot,dense,3,selu,100.0%,0.99586326,0.0054244264,0.0001,1000,2018-11-08 18:19:30
elementwise_add,one_hot,dense,3,selu,100.0%,0.9998848,0.0011247037,0.001,600,2018-11-08 18:21:07
equality,one_hot,dense,3,selu,100.0%,0.9977168,0.0018884246,0.001,1000,2018-11-08 18:21:26
almost_equal,one_hot,dense,3,selu,100.0%,0.99771094,0.0019242589,0.001,1000,2018-11-08 18:21:46
logical_and,one_hot,dense,3,selu,99.0%,0.9913887,0.00277797,0.001,100,2018-11-08 18:22:02
logical_or,one_hot,dense,3,selu,100.0%,0.99936134,0.0012634044,0.001,600,2018-11-08 18:22:21
logical_xor,one_hot,dense,3,selu,100.0%,0.9989297,0.0015956645,0.001,600,2018-11-08 18:22:39
reduce_sum,many_hot,dense,3,selu,99.0%,0.9885,0.003469352,0.01,1000,2018-11-08 18:26:17
reduce_max,many_hot,dense,3,selu,99.0%,0.99,0.0037001125,0.001,1000,2018-11-08 18:27:58
concat,many_hot,dense,3,selu,100.0%,0.9996416,0.0016098801,0.0010000006,30000,2018-11-08 18:30:50
dot,many_hot,dense,3,selu,5.0%,0.0455,7.9524865,0.0010000016,30000,2018-11-08 18:34:29
elementwise_mul,many_hot,dense,3,selu,94.0%,0.93989843,0.0062765284,0.0010000019,30000,2018-11-08 18:38:15
one_hot_sum,many_hot,dense,3,selu,100.0%,0.9968887,0.0010596329,0.0010000006,30000,2018-11-08 18:41:40
elementwise_add,many_hot,dense,3,selu,100.0%,0.9995391,0.0016820837,0.0010000006,30000,2018-11-08 18:45:04
equality,many_hot,dense,3,selu,55.0%,0.55133206,0.108595096,0.0010000006,30000,2018-11-08 18:48:09
almost_equal,many_hot,dense,3,selu,49.0%,0.48843944,0.12591895,0.0010000006,30000,2018-11-08 18:51:15
logical_and,many_hot,dense,3,selu,86.0%,0.861916,0.012014622,0.0010000016,30000,2018-11-08 18:55:02
logical_or,many_hot,dense,3,selu,94.0%,0.9414199,0.005931287,0.0010000019,30000,2018-11-08 18:58:49
logical_xor,many_hot,dense,3,selu,47.0%,0.47317773,0.12911692,0.0010000019,30000,2018-11-08 19:01:56
reduce_sum,random,dense_residual,2,selu,13.0%,0.13225,32.535946,0.0010000006,30000,2018-11-08 19:03:51
reduce_max,random,dense_residual,2,selu,84.0%,0.8425,0.012221967,0.01,1000,2018-11-08 19:05:46
concat,random,dense_residual,2,selu,17.0%,0.1728418,0.4279966,0.001,1000,2018-11-08 19:08:29
dot,random,dense_residual,2,selu,3.0%,0.03375,14.051654,1e-06,1000,2018-11-08 19:10:48
elementwise_mul,random,dense_residual,2,selu,26.0%,0.2626289,0.2256889,0.01,1000,2018-11-08 19:13:22
one_hot_sum,random,dense_residual,2,selu,99.0%,0.989084,0.0065922216,0.01,1000,2018-11-08 19:15:33
elementwise_add,random,dense_residual,2,selu,21.0%,0.2145957,0.33931124,0.01,1000,2018-11-08 19:17:44
equality,random,dense_residual,2,selu,100.0%,0.99996877,0.0010820695,0.01,700,2018-11-08 19:17:51
almost_equal,random,dense_residual,2,selu,100.0%,0.99832225,0.0022739177,0.01,1000,2018-11-08 19:17:59
logical_and,random,dense_residual,2,selu,81.0%,0.81314063,0.014406366,0.01,1000,2018-11-08 19:20:34
logical_or,random,dense_residual,2,selu,78.0%,0.7842519,0.016603528,0.01,1000,2018-11-08 19:22:37
logical_xor,random,dense_residual,2,selu,100.0%,0.99917775,0.0018207234,0.01,600,2018-11-08 19:22:44
reduce_sum,random_pos,dense_residual,2,selu,9.0%,0.088,30.838354,0.009999993,30000,2018-11-08 19:24:43
reduce_max,random_pos,dense_residual,2,selu,93.0%,0.93375,0.0072432305,0.01,1000,2018-11-08 19:26:41
concat,random_pos,dense_residual,2,selu,17.0%,0.17101757,0.43257946,0.001,1000,2018-11-08 19:29:13
dot,random_pos,dense_residual,2,selu,3.0%,0.03475,13.995435,0.001,1000,2018-11-08 19:31:35
elementwise_mul,random_pos,dense_residual,2,selu,26.0%,0.2607422,0.22887087,0.01,1000,2018-11-08 19:33:50
one_hot_sum,random_pos,dense_residual,2,selu,99.0%,0.9886719,0.0066328174,0.01,1000,2018-11-08 19:36:07
elementwise_add,random_pos,dense_residual,2,selu,21.0%,0.2124043,0.30512276,0.009999993,30000,2018-11-08 19:38:23
equality,random_pos,dense_residual,2,selu,100.0%,1.0,0.00060174504,0.009999993,800,2018-11-08 19:38:30
almost_equal,random_pos,dense_residual,2,selu,100.0%,0.99870706,0.002031743,0.009999993,1000,2018-11-08 19:38:39
logical_and,random_pos,dense_residual,2,selu,76.0%,0.7638457,0.15047146,0.009999993,30000,2018-11-08 19:40:56
logical_or,random_pos,dense_residual,2,selu,100.0%,1.0,0.0011237387,0.0010000006,18600,2018-11-08 19:43:10
logical_xor,random_pos,dense_residual,2,selu,100.0%,0.9989746,0.0018744827,0.01,600,2018-11-08 19:43:58
reduce_sum,one_hot,dense_residual,2,selu,99.0%,0.9945,0.00363036,0.009999993,30000,2018-11-08 19:47:26
reduce_max,one_hot,dense_residual,2,selu,99.0%,0.98525,0.0028870841,0.009999993,400,2018-11-08 19:49:48
concat,one_hot,dense_residual,2,selu,98.0%,0.98357224,0.0071440004,0.009999991,200,2018-11-08 19:52:14
dot,one_hot,dense_residual,2,selu,97.0%,0.97475,0.010946662,0.009999991,1000,2018-11-08 19:55:44
elementwise_mul,one_hot,dense_residual,2,selu,100.0%,0.9988769,0.0015108264,0.009999991,100,2018-11-08 19:56:01
one_hot_sum,one_hot,dense_residual,2,selu,96.0%,0.9584375,0.008576879,0.01,1000,2018-11-08 20:00:43
elementwise_add,one_hot,dense_residual,2,selu,93.0%,0.92600393,0.008294878,0.01,300,2018-11-08 20:05:22
equality,one_hot,dense_residual,2,selu,94.0%,0.9434707,0.007490222,0.009999993,1600,2018-11-08 20:07:56
almost_equal,one_hot,dense_residual,2,selu,94.0%,0.93912107,0.007430661,0.009999991,1200,2018-11-08 20:10:27
logical_and,one_hot,dense_residual,2,selu,100.0%,0.9993125,0.0014178277,0.009999991,100,2018-11-08 20:10:44
logical_or,one_hot,dense_residual,2,selu,92.0%,0.9150625,0.009092806,0.009999991,400,2018-11-08 20:14:13
logical_xor,one_hot,dense_residual,2,selu,93.0%,0.92545706,0.008218027,0.009999991,300,2018-11-08 20:17:37
reduce_sum,many_hot,dense_residual,2,selu,3.0%,0.033,5.6725407,0.001,1000,2018-11-08 20:21:25
reduce_max,many_hot,dense_residual,2,selu,27.0%,0.27375,0.19506742,0.001,1000,2018-11-08 20:23:59
concat,many_hot,dense_residual,2,selu,11.0%,0.10564453,1.1006755,1e-06,1000,2018-11-08 20:27:48
dot,many_hot,dense_residual,2,selu,4.0%,0.04075,12.547003,9.999989e-05,30000,2018-11-08 20:30:57
elementwise_mul,many_hot,dense_residual,2,selu,22.0%,0.21570313,0.32710072,0.009999993,30000,2018-11-08 20:35:32
one_hot_sum,many_hot,dense_residual,2,selu,59.0%,0.5918379,0.0432394,0.01,1000,2018-11-08 20:39:07
